Title ,Year ,Director ,Country ,ASL 
Sheriff of Sage Valley ,1942,"Scott, Sherman ",USA ,8.2
Sherlock Holmes and the Secret Code ,1946,"Neill, Roy William ",USA ,11.7
Sherlock Holmes and the Secret Weapon ,1942,"Neill, Roy William ",USA ,9.4
Sherlock Holmes and the Voice of Terror ,1942,"Rawlins, John ",USA ,6.9
Sherlock Holmes Faces Death ,1943,"Neill, Roy William ",USA ,10.9
Sherlock Holmes in Washington ,1943,"Neill, Roy William ",USA ,7.3
Sherrybaby ,2006,"Collyer, Laurie ",USA ,7.74
She's All That ,1999,"Iscove, Robert ",USA ,5.7
She's Having a Baby ,1988,"Hughes, John ",USA ,4.66
She's Out of My League ,2008,"Smith, Jim Field ",USA ,3.21
She's So Lovely ,1997,"Cassavetes, Nick ",USA ,5.2
She's the Man ,2006,"Fickman, Andy ",USA ,3.38
She's the One ,1996,"Burns, Edward ",USA ,10.5
She's Working Her Way Through College ,1952,"Humberstone, H. Bruce ",USA ,12.1
Shichinin no Samurai ,1954,"Kurosawa, Akira ",JAP ,8
Shifty ,2008,"Creevy, Eran ",BRI ,6.09
Shiloh 2: Shiloh Season ,1999,"Tung, Sandy ",USA ,4.1
Shine ,1996,"Hicks, Scott ",AUS ,7.6
Shinel ,1929,"Kozintsev, Y & Trauberg,L ",RUS ,15
Shiner ,2000,"Irvin, John ",BRI ,4.7
Shining Victory ,1941,"Rapper, Irving ",USA ,10
"Shining, The ",1980,"Kubrick, Stanley ",BRI ,12.12
Shinjuku Incident ,2009,"Yee, Derek ",CHI ,3.46
"Ship That Died of Shame, The ",1955,"Relph, M. & Dearden, B. ",BRI ,5.1
"Shipping News, The ",2001,"Hallström, Lasse ",USA ,5.4
Shipwrecked ,1990,"Gaup, Nils ",USA ,4.6
Shipyard Sally ,1939,"Banks, Monty ",BRI ,10
Shirley Valentine ,1989,"Gilbert, Lewis ",USA ,7.96
Shivers ,1975,"Cronenberg, David ",CAN ,7
"Shock to the System, A ",1990,"Egleson, Jan ",USA ,6.68
"Shocking Miss Pilgrim, The ",1947,"Seaton, George ",USA ,12.1
Shockproof ,1949,"Sirk, Douglas ",USA ,10.03
Sholay ,1975,"Sippy, Ramesh ",IND ,4.8
Shoot 'Em Up ,2007,"Davis, Michael ",USA ,1.6
"Shooter, The ",1994,"Kotcheff, Ted ",,4.7
Shooters ,2000,"Dufort, Glen & Teague, C. ",HOL ,5.13
Shooting Dogs ,2005,"Caton-Jones, Michael ",BRI ,5.99
Shooting Elizabeth ,1992,"Taylor, Baz ",FRA ,9.8
Shooting Fish ,1997,"Schwartz, Stefan ",BRI ,6
"Shooting Party, The ",1985,"Bridges, Alan ",BRI ,8.78
"Shootist, The ",1976,"Siegel, Don ",USA ,5.65
Shoot-Out ,1971,"Hathaway, Henry ",USA ,6.99
Shoot-out at Medicine Bend ,1957,"Bare, Richard L. ",USA ,8.38
"Shop at Sly Corner, The ",1948,"King, George ",BRI ,9.8
Shopgirl ,2005,"Tucker, Anand ",USA ,7.41
Shopping ,1993,"Anderson, Paul W.S. ",BRI ,7
Short Circuit ,1986,"Badham, John ",USA ,3.54
Short Circuit 2 ,1988,"Johnston, Kenneth ",USA ,4.14
Short Cuts ,1993,"Altman, Robert ",USA ,9.47
"Short Film About Killing, A ",1988,"Kieslowski, Krzyzstof ",POL ,10.5
"Short Film About Love, A ",1988,"Kieslowski, Krzysztof ",POL ,10.7
"Shot at Glory, A ",2000,"Corrente, Michael ",BRI ,3.81
"Shot in the Dark, A ",1964,"Edwards, Blake ",,11.73
"Shot, The ",1995,"Bell, Dan ",USA ,9.2
Shout at the Devil ,1976,"Hunt, Peter ",BRI ,4.6
"Shout, The ",1979,"Skolimowski, Jerzy ",BRI ,7.5
Show Boat ,1936,"Whale, James ",USA ,6
Show Boat ,1951,"Sidney, George ",USA ,11.9
"Show Goes On, The ",1937,"Dean, Basil ",BRI ,6.9
Show People ,1928,"Vidor, King ",USA ,4
Showdown ,1963,"Springsteen, R.G. ",USA ,5
Showdown at Abilene ,1956,"Haas, Charles ",USA ,10.6
Showdown in Little Tokyo ,1991,"Lester, Mark L. ",USA ,2.2
Showgirls ,1995,"Verhoeven, Paul ",USA ,5.1
Shree 420 ,1955,"Kapoor, Raj ",IND ,8.21
Shrek ,2001,"Adamson, A. & Jensen. V. ",USA ,3.5
Shrek 2 ,2004,"Adamson, Ashbury, Vernon ",USA ,3.58
"Shrink is In, The ",2000,"Benjamin, Richard ",USA ,4.4
Shrooms ,2006,"Breathnach, Paddy ",,3.05
Shubho Mahurat ,2002,"Ghosh, Rituparno ",IND ,9.3
Shutter ,2008,Ochiai Masayuki ,USA ,3.65
"Shuttered Room, The ",1967,"Greene, David ",BRI ,6.6
Siam Sunset ,1999,"Polson, John ",,4.8
Siberia ,1998,"Westdijk, Robert Jan ",HOL ,3.6
"Sicilians, The ",1964,"Morris, Ernest ",BRI ,10.2
Sid and Nancy ,1986,"Cox, Alex ",BRI ,11.45
Siddeways ,2004,"Payne, Alexander ",USA ,8.18
Sidewalk Stories ,1989,"Lane, Charles ",USA ,12
Siebtelbauern ,1997,"Ruzowitzky, Stefan ",,5
"Siege at Red River, The ",1954,"Mate, Rudolph ",USA ,7.39
"Siege of Sidney Street, The ",1960,"Baker, R. & Berman, M. ",BRI ,8.8
"Siege of the Saxons, The ",1953,"Juran, Nathan ",BRI ,5.1
"Siege, The ",1998,"Zwick, Edward ",USA ,3.25
Siegfried ,1924,"Lang, Fritz ",GER ,7.5
Sierra ,1950,"Green, Alfred E. ",USA ,7.9
Sightseers ,2012,"Wheatley, Ben ",BRI ,4.44
"Sign of Four, The ",1932,"Cutts, Graham ",BRI ,9
"Sign of Four, The ",1983,"Davis, Desmond ",BRI ,5.21
Sign of the Pagan ,1954,"Sirk, Douglas ",USA ,10.38
"Signora di tutti, La ",1934,"Ophuls, Max ",ITA ,13
"Signora senza Camellie, La ",1953,"Antonioni, Michelangelo ",ITA ,57.72
Signs ,2002,"Shyamalan, M. Night ",USA ,10.08
"Silence de Lorna, le ",2008,"Dardenne, Jean-Pierre & Luc ",BEL ,46.07
"Silence of the Lambs, The ",1990,"Demme, Jonathan ",USA ,6.4
Silence of the North ,1981,"King, Alan Winton ",USA ,7.1
"Silencers, The ",1966,"Karlson, Phil ",USA ,6
"Silences of the Palace, The ",1994,"Tlatli, Moufida ",TUN ,15.6
Silent Dust ,1948,"Comfort, Lance ",BRI ,9.7
"Silent Enemy, The ",1958,"Fairchild, William ",BRI ,6.58
Silent Flute ,1978,"Moore, Richard ",USA ,3.6
Silent Hill ,2006,"Gans, Christopher ",,4.24
Silent Tongue ,1993,"Shepard, Sam ",USA ,5.7
Silk ,2007,"Girard, Francois ",,10.26
Silk Stockings ,1957,"Mamoulian, Rouben ",USA ,25
Silkwood ,1983,"Nichols, Mike ",USA ,15.8
Silver Bullet ,1985,"Attias, Daniel ",USA ,5.1
"Silver Fleet, The ",1943,"Sewell, V. & Wellesley, G ",BRI ,14.15
Silver Linings Playbook ,2012,"Russell, David O. ",USA ,4.22
Silver Lode ,1954,"Dwan, Allan ",USA ,9.3
Silver Streak ,1976,"Hiller, Arthur ",USA ,4.5
Silverado ,1985,"Kasdan, Lawrence ",USA ,5.9
"Simian Line, The ",2000,"Yellen, Linda ",USA ,6.9
Simon ,1980,"Brickman, Marshall ",USA ,8.5
Simon Birch ,1998,"Johnson, Mark Stephen ",USA ,4
Simon del desertio ,1965,"Bu?uel, Luis ",MEX ,10.2
Simon Magus ,1998,"Hopkins, Ben ",,5.5
Simon Sez ,1999,"Elders, Kevin ",,2.24
Simpatico ,1999,"Warchus, Mathew ",FRA ,4.39
"Simple Plan, A ",1998,"Raimi, Sam ",USA ,6.2
"Simple Twist of Fate, A ",1994,"MacKinnon, Gillies ",USA ,5.1
"Simple Wish, A ",1997,"Ritchie, Michael ",USA ,3.1
"Simple-Minded Murderer, The ",1982,"Alfredson, Hans ",SWE ,10.9
Simply Irresistible ,1999,"Tarlov, Mark ",USA ,5.2
Sin City ,2005,"Miller, Rodriguez, Tarantino ",USA ,3.89
"Sin Eater, The ",2002,"Helgeland, Brian ",,4.62
Sin nombre ,2009,"Fukunaga, Cary Joli ",,5.31
"Sin of Martha Queed, The ",1921,"Dwan, Allan ",USA ,9.5
Sin Ship ,1931,"Wolheim, Louis ",USA ,11
Sin Takes a Holiday ,1931,"Stein, Paul ",USA ,14
Sin Town ,1942,"Enright, Ray ",USA ,8.4
Sinbad and the Eye of the Tiger ,1977,"Wanamaker, Sam ",USA ,2.87
Sinbad the Sailor ,1947,"Wallace, Richard ",USA ,7.2
Since Otar Left ,2003,"Bertucelli, Julie ",,14.26
"Singer Not The Song, The ",1961,"Baker, Roy Ward ",BRI ,7.2
Singin' in the Rain ,1952,"Kelly, G. & Donen, S. ",USA ,14.9
"Singing Detective, The ",2003,"Gordon, Keith ",USA ,5.5
"Singing Fool, The (Wild sections) ",1928,"Bacon, Lloyd ",USA ,3.6
"Singing Fool, The (Synch sections) ",1928,"Bacon, Lloyd ",USA ,10
"Singing Sheriff, The ",1944,"Goodwins, Leslie ",USA ,7.7
"Single Man, A ",2009,"Ford, Tom ",USA ,4.63
Single White Female ,1992,"Schroeder, Barbet ",USA ,6.41
Sinister ,2012,"Derrickson, Scott ",,4.87
Sink the Bismarck! ,1960,"Gilbert, Lewis ",BRI ,7.24
Sins of Desire ,1993,"Wynorski, Jim ",USA ,6.7
Sirens ,1994,"Duigan, John ",,5.4
Sister Act ,1992,"Ardolino, Emile ",USA ,5.35
Sister Act 2: Back in the Habit ,1993,"Duke, Bill ",USA ,4.34
Sister Kenny ,1946,"Nichols, Dudley ",USA ,12.7
"Sister, My Sister ",1994,"Meckler, Nancy ",BRI ,9.3
"Sisterhood of the Traveling Pants, The ",2005,"Kwapis, Ken ",USA ,5.13
Sisters ,1972,"De Palma, Brian ",USA ,6
Sisters ,2006,"Buck, Douglas ",,4.15
"Sisters, The ",1938,"Litvak, Anatole ",USA ,7
Sitcom ,1997,"Ozon, Francois ",FRA ,10.6
"Sitter, The ",2011,"Green, David Gordon ",USA ,2.74
Sitting Pretty ,1948,"Lang, Walter ",USA ,9.6
Sitting Target ,1972,"Hickox, Douglas ",BRI ,5.7
Six Black Horses ,1962,"Keller, Harry ",USA ,8.1
Six Days Seven Nights ,1998,"Reitman, Ivan ",USA ,5.4
Six Degrees of Separation ,1993,"Schepisi, Fred ",USA ,5.91
Six Feet Four ,1918,"King, Henry ",USA ,5.5
Six Weeks ,1982,"Bill, Tony ",USA ,8.7
Sixth Happiness ,1997,"Hussein, Waris ",BRI ,7.5
"Sixth Sense, The ",1999,"Shyamalan, M. Night ",USA ,8.58
Sixty Six ,2006,"Weiland, Paul ",USA ,3.74
"Sjunde Inseglet, det ",1957,"Bergman, Ingmar ",SWE ,9.9
Skaggerak ,2003,"Kragh-Jacobsen, Soren ",,4.8
"Skateboard Kid 2, The ",1995,"Stevens, Andrew ",USA ,4.8
"Skateboard Kid, The ",1993,"Swerdlove, Larry ",USA ,3.2
"Skeleton Key, The ",2005,"Softley, Iain ",USA ,3.32
Skeletons ,2010,"Whitfield, Nick ",BRI ,5
Skin ,2008,"Fabian, Anthony ",SAF ,4.49
"Skin Game, The ",1931,"Hitchcock, Alfred ",BRI ,18
Skullduggery ,1969,"Douglas, Gordon ",USA ,6.4
"Skulls, The ",2000,"Cohen, Rob ",USA ,3.68
Sky Captain and the World of Tomorrow ,2004,"Conran, Kerry ",USA ,2.88
Sky High ,2005,"Mitchell, Mike ",USA ,2.37
Sky Pirates ,1986,"Egglestone, Colin ",AUS ,5
Sky West and Crooked ,1965,"Mills, John ",BRI ,6.15
Skyfall ,2012,"Mendes, Sam ",,3.27
Skyline ,2010,Brothers Strause ,USA ,3.39
"Sky's the Limit, The ",1943,"Griffith, Edward H. ",USA ,9.46
"Slab Boys, The ",1997,"Byrne, John ",BRI ,4.3
Slacker ,1991,"Linklater, Richard ",USA ,34.5
Slackers ,2001,"Nicks, Dewey ",USA ,4.36
Slam ,1998,"Levin, Marc ",USA ,8.1
Slam Dunk Ernest ,1995,"Cherry, John ",USA ,4.4
Slap Shot ,1977,"Hill, George Roy ",USA ,3.8
Slappy and the Stinkers ,1998,"Kellman, Barnet ",USA ,2.4
Slaughterhouse ,1987,"Roessler, Rick ",USA ,5.8
Slaughterhouse-Five ,1972,"Hill, George Roy ",USA ,4.6
Slaves of the Underground ,1997,"Peterson, Kristine ",USA ,4.9
Slavnost v botanickej zharade ,1969,"Havetta, Elo ",CZE ,5.7
Slayground ,1983,"Bedford, Terry ",BRI ,4.3
SLC Punk! ,1999,"Merendino, James ",USA ,4.2
"Sleep, My Love ",1948,"Sirk, Douglas ",USA ,9.9
Sleeper ,1973,"Allen, Woody ",USA ,6
Sleepers ,1996,"Levinson, Barry ",USA ,4.5
Sleeping Together ,1997,"Bush, Hugh ",USA ,6.2
Sleeping With the Enemy ,1991,"Ruben, Joseph ",USA ,7.38
Sleepless in Seattle ,1993,"Ephron, Nora ",USA ,8.13
Sleepstalker ,1995,"Meyer, Turi ",USA ,5.2
Sleepy Hollow ,1999,"Burton, Tim ",USA ,2.8
Sleuth ,1972,"Mankiewicz, Joseph ",BRI ,6
Sleuth ,2007,"Branagh, Kenneth ",,4.57
Sliding Doors ,1997,"Howitt, Peter ",BRI ,3.3
"Slight Case of Murder, A ",1938,"Bacon, Lloyd ",USA ,8.3
Sling Blade ,1995,"Thornton, Billy Bob ",USA ,23.7
"Slipper and the Rose, The ",1976,"Forbes, Bryan ",BRI ,8.47
Slipstream ,1989,"Lisberger, Steven ",,6.3
Slither ,2006,"Gunn, James ",USA ,3.38
Sliver ,1993,"Noyce, Phillip ",USA ,5.21
Slow Burn ,2003,"Beach, Wayne ",USA ,4.19
Slumdog Millionaire ,2008,"Boyle, D. & Tandan, L. ",BRI ,2.93
Slums of Beverly Hills ,1998,"Jenkins, Tamara ",USA ,4.5
"Small Back Room, The ",1948,"Powell, M. & Pressburger, ",BRI ,8.9
"Small Back Room, The ",1949,"Powell, Michael ",BRI ,9.5
Small Engine Repair ,2006,"Heery, Niall ",IRE ,5.03
Small Faces ,1995,"MacKinnon, Gillies ",BRI ,7.37
Small Soldiers ,1998,"Dante, Joe ",USA ,4.4
Small Time ,1996,"Meadows, Shane ",BRI ,8.5
Small Time Crooks ,2000,"Allen, Woody ",USA ,21.9
Small Time Obsession ,2000,"Szkopiak, Piotr ",,4.2
"Smallest Show on Earth, The ",1957,"Dearden, Basil ",BRI ,7.3
Smart Money ,1931,"Greene, Alfred E. ",USA ,9.2
Smart People ,2007,"Murro, Noam ",USA ,4.21
Smash Up: The Story of a Woman ,1947,"Heisler, Stuart ",USA ,11.4
Smashing the Rackets ,1938,"Landers, Lew ",USA ,9.5
"Smile Like Yours, A ",1997,"Samples, Keith ",USA ,6.2
Smilla's Sense of Snow ,1996,"August, Bille ",,3.7
Smoke ,1995,"Wang, Wayne ",USA ,22.6
Smoke Signal ,1955,"Hopper, Jerry ",USA ,7.9
Smoke Signals ,1998,"Eyre, Chris ",USA ,5.44
Smokey and the Bandit ,1977,"Needham, Hal ",USA ,5.5
Smokey and the Bandit II ,1980,"Needham, Hal ",USA ,5.58
Smokey and the Bandit III ,1983,"Lowry, Dick ",USA ,4.6
Smokin' Aces ,2006,"Carnahan, Joe ",,3.36
Smoky ,1946,"King, Louis ",USA ,5.23
Smooth Operator ,1995,"Cauthen, Keely ",USA ,6
Smouldering Fires ,1925,"Brown, Clarence ",USA ,7
Smultronstallet ,1957,"Bergman, Ingmar ",SWE ,9.5
Smutecni Slavnost ,1969,"Sirovy, Zdenek ",CZE ,10.2
Snake Eyes ,1998,"De Palma, Brian ",USA ,8.4
Snake in the Eagle's Shadow ,1978,Yuen Woo-Ping ,HKO ,4.04
"Snake Pit, The ",1948,"Litvak, Anatole ",USA ,12.2
Snakes and Ladders ,1996,"McAdam, Trish ",IRE ,6.53
Snakes on a Plane ,2006,"Ellis, David R. ",USA ,3.85
Snapdragon ,1993,"Keeter, Worth ",USA ,7.4
Snatch ,2000,"Ritchie, Guy ",BRI ,3.6
Sneakers ,1992,"Robinson, Phil Alden ",USA ,5.98
Sniper ,1992,"Llosa, Luis ",USA ,4.2
"Sniper, The ",1952,"Dmytryk, Edward ",USA ,10.29
Snow Cake ,2005,"Evans, Marc ",,4.99
Snow Day ,2000,"Kock, Chris ",USA ,3.9
Snow Dogs ,2002,"Levant, Brian ",USA ,2.8
Snow Falling on Cedars ,1999,"Hicks, Scott ",USA ,5.3
Snow White and the Seven Dwarfs ,1938,"Hand, David ",USA ,6.1
Snow White: A Tale of Terror ,1996,"Cohn, Michael ",,4.7
Snowball Express ,1972,"Tokar, Norman ",USA ,4.53
Snowbound ,1948,"MacDonald, David ",BRI ,12.2
"Snows of Kilimanjaro, The ",1952,"King, Henry ",USA ,11.5
So Dark The Night ,1946,"Lewis, Joseph H. ",USA ,18
So Fine ,1981,"Bergman, Andrew ",USA ,5.8
So Goes My Love ,1946,"Ryan, Frank ",USA ,7.1
So I Married an Axe Murderer ,1993,"Schlamme, Thomas ",USA ,6.53
So Red the Rose ,1935,"Vidor, King ",USA ,11.1
So This is Love ,1953,"Douglas, Gordon ",USA ,12.1
"So Young, So Bad ",1950,"Vorhaus, Bernard ",USA ,5.9
"So, You Won't Talk ",1935,"Beaudine, William ",BRI ,11
Soccer Dog - European Cup ,2004,"Tung, Sandy ",USA ,3.04
Soccer Dog: the Movie ,1999,"Giglio, Tony ",USA ,4.4
"Social Network, The ",2010,"Fincher, David ",USA ,3.2
Sodom and Gomorrah ,1962,"Aldrich, Robert ",,3.58
Soft Fruit ,1999,"Andreef, Christina ",AUS ,5.6
"Sol del Membrillo, el ",1991,"Erice, Victor ",SPA ,13.5
Solarbabies ,1986,"Johnson, Alan ",USA ,4.4
Solaris ,1972,"Tarkovsky, Andrei ",RUS ,28
Solaris ,2003,"Soderbergh, Steven ",USA ,11.25
Solas ,1998,"Zambrano, Benito ",SPA ,7.7
Soldier ,1998,"Anderson, Paul W.S. ",USA ,2.8
Soldier of Fortune ,1955,"Dmytryk, Edward ",USA ,10.6
Soldiers of Innocence ,1989,"Jung, Han Woo, & Wood, G ",,6.5
"Soldier's Story, A ",1984,"Jewison, Norman ",USA ,6.9
"Sole anche di notte, il ",1990,"Taviani, Paolo & Vittorio ",ITA ,15.3
Solitaire for 2 ,1994,"Sinyor, Gary ",BRI ,10.2
Solo ,1996,"Barba, Norberto ",,3.9
Solomon and Gaenor ,1998,"Morrison, Paul ",BRI ,7.2
Solomon and Sheba ,1959,"Vidor, King ",USA ,7.56
Solomon Kane ,2009,"Bassett, Michael J. ",,2.61
Solva Saal ,1958,"Khosla, Raj ",IND ,7.4
"Som ao redor, O ",2012,"Filho, Kleber Mendonca ",BRA ,9.31
Some Came Running ,1958,"Minnelli, Vincente ",USA ,16.3
Some Girls Do ,1969,"Thomas, Ralph ",BRI ,4.24
Some Like It Hot ,1959,"Wilder, Billy ",USA ,11.96
Some Mother's Son ,1996,"George, Terry ",IRE ,5.7
Some Voices ,2000,"Jones, Simon Cellan ",BRI ,4.2
Someone at the Door ,1936,"Brenon, Herbert ",BRI ,9.2
Someone Else ,2005,"Spector, Col ",BRI ,17.66
Someone Else's America ,1995,"Paskalievic, Goran ",,9.6
Someone Like You ,2001,"Goldwyn, Tony ",USA ,6.2
Someone to Love ,1987,"Jaglom, Henry ",USA ,8.5
Someone To Watch Over Me ,1987,"Scott, Ridley ",USA ,4.93
Somers Town ,2008,"Meadows, Shane ",BRI ,12.28
Somersault ,2004,"Shortland, Cate ",AUS ,4.22
Something Borrowed ,2011,"Greenfield, Luke ",USA ,3.23
Something for the Boys ,1944,"Seiler, Lewis ",USA ,10.2
Something of Value ,1957,"Brooks, Richard ",USA ,6.8
Something to Talk About ,1995,"Hallström, Lasse ",USA ,5.31
Something Wild ,1986,"Demme, Jonathan ",USA ,6.16
Something's Gotta Give ,2003,Meyers. Nancy ,USA ,3.69
Sometimes a Great Notion ,1971,"Newman, Paul ",USA ,7.6
Somewhere ,2010,"Coppola, Sofia ",,14.1
Somewhere Tomorrow ,1983,"Wiemer, Robert ",USA ,6.5
Sommaren med Monkia ,1952,"Bergman, Ingmar ",SWE ,24.14
Sommarlek ,1950,"Bergman, Ingmar ",SWE ,15.6
Sommarnattens Leende ,1955,"Bergman, Ingmar ",SWE ,15.79
Sommersby ,1993,"Amiel, Jon ",USA ,5.27
Somos lo que hay ,2009,"Grau, Jorge Michel ",MEX ,8.46
"Son is Born, A ",1946,"Porter, Eric ",AUS ,9.5
Son of a Gunfighter ,1964,"Landres, Paul ",,6.3
Son of Babylon ,2009,"Al-Daradji, Mohamed ",,8.08
Son of Flubber ,1962,"Stevenson, Robert ",USA ,5
Son of Fury ,1942,"Cromwell, John ",USA ,7.6
Son of Kong ,1933,"Schoedsack, Ernest B. ",USA ,8.8
Son of Lassie ,1945,"Simon, S. Sylvan ",USA ,6.5
Son of Mask ,2004,"Guterman, Lawrence ",USA ,2.57
Son of Monte Cristo ,1940,"Lee, Rowland V. ",USA ,7.1
Son of Paleface ,1952,"Tashlin, Frank ",USA ,7.03
Son of Robin Hood ,1958,"Sherman, George ",BRI ,5.38
Son of Sinbad ,1955,"Tetzlaff, Ted ",USA ,5.8
Son of the Pink Panther ,1993,"Edwards, Blake ",USA ,6
"Son of the Sheik, The ",1926,"Fitzmaurice, George ",USA ,4.5
Song of Songs ,2005,"Appiganesi, Josh ",BRI ,19.76
Song Without End ,1960,"Vidor, C. & Cukor, G. ",USA ,14.4
Songwriter ,1984,"Rudolph, Alan ",USA ,9
Sonny ,2002,"Cage, Nicolas ",USA ,7.99
"Sons of Katie Elder, The ",1965,"Hathaway, Henry ",USA ,8.11
Sons of Matthew ,1949,"Chauvel, Charles ",AUS ,6.8
Sons of the Desert ,1933,"Seiter, William A. ",USA ,9.3
Sons of the Musketeers ,1951,"Allen, Lewis ",USA ,7
Sons of the Sea ,1939,"Elvey, Maurice ",BRI ,7.8
Sophie Scholl: The Final Days ,2004,"Rothemund, Marc ",GER ,4.03
Sophie's Choice ,1982,"Pakula, Alan J. ",USA ,11.8
"Sorcerers, The ",1967,"Reeves, Michael ",BRI ,4.27
Sorok Pervyi ,1927,"Protazanov, Y. ",RUS ,5
Sorority Row ,2009,"Hendler, Stewart ",USA ,2.26
Sortileges ,1944,Christian-Jacque ,FRA ,10.5
Soul Food ,1997,"Tillman, Jr., George ",USA ,4.7
Soul Men ,2008,"Lee, Malcolm D. ",USA ,3.25
SoulBoy ,2010,"Marcus, Shimmy ",BRI ,4.89
"Sound of Fury, The ",1950,"Endfield, Cyril ",USA ,11.7
"Sound of Music, The ",1965,"Wise, Robert ",USA ,6.61
Sour Grapes ,1998,"David, Larry ",USA ,5.3
Source Code ,2011,"Jones, Duncan ",USA ,3.38
Sous le sable ,2000,"Ozon, Francois ",FRA ,12.5
Sous le Toits de Paris ,1930,"Clair, René ",FRA ,7.5
South Central ,1992,"Anderson, Steve ",USA ,5.37
South of St. Louis ,1949,"Enright, Ray ",USA ,7.57
South Pacific ,1958,"Logan, Joshua ",USA ,9.01
"South Park: Bigger, Longer, and Uncut ",1999,"Parker, Trey ",USA ,2.8
South Sea Woman ,1953,"Lubin, Arthur ",USA ,7.8
Southern Comfort ,1981,"Hill, Walter ",USA ,4.6
"Southerner, The ",1945,"Renoir, Jean ",USA ,11.5
Soy Cuba ,1964,"Kalatozov, Mikhail ",,36.19
Soylent Green ,1973,"Fleischer, Richard ",USA ,5.68
"Spacconata, la ",1975,"Brescia, Alfonso ",ITA ,6.8
Space Cowboys ,2000,"Eastwood, Clint ",USA ,4.4
Space Jam ,1997,"Pytka, Joe ",USA ,3.2
Space Truckers ,1996,"Gordon, Stuart ",,3.9
Spaceballs ,1987,"Brooks, Mel ",USA ,5.15
SpaceCamp ,1986,"Winer, Harry ",USA ,4.7
Spacemaster X7 ,1958,"Bernds, Edward ",USA ,8.9
Spanglish ,2004,"Brooks, James L. ",USA ,4.06
"Spanish Gardener, The ",1956,"Leacock, Phillip ",BRI ,10.82
"Spanish Main, The ",1945,"Borzage, Frank ",USA ,7
"Spanish Prisoner, The ",1997,"Mamet, David ",USA ,6.5
Spanking the Monkey ,1994,"Russell, David O. ",USA ,8.2
Spare a Copper ,1940,"Carstairs, John Paddy ",BRI ,4.4
Spare the Rod ,1961,"Norman, Leslie ",BRI ,10.7
Sparkle ,2006,"Hunter, N. & Hunsinger, T. ",BRI ,6.07
Sparkler ,1997,"Stein, Darren ",USA ,8.4
Sparrows ,1926,"Beaudine, William ",USA ,5
Spartacus ,1960,"Kubrick, Stanley ",USA ,8.07
Spartan ,2004,"Mamet, David ",,5.91
Spawn ,1997,"Dippé, Mark A.Z. ",USA ,2.8
Special Inspector ,1938,"Barsha, Leon ",,8.5
"Specialist, The ",1994,"Llosa, Luis ",USA ,4.1
Species ,1995,"Donaldson, Roger ",USA ,4.3
Species II ,1998,"Medak, Peter ",USA ,4.8
Species III ,2004,"Turner, Brad ",USA ,4.56
Speechless ,1994,"Underwood, Ron ",USA ,4.8
Speed ,1994,"De Bont, Jan ",USA ,3.36
Speed 2: Cruise Control ,1997,"De Bont, Jan ",USA ,2.9
Speed Racer ,2008,Wachowski Brothers ,,2.61
Spencer's Mountain ,1963,"Daves, Delmer ",USA ,6.6
Sphere ,1998,"Levinson, Barry ",USA ,3.6
Sphinx ,1981,"Schaffner, Franklin J. ",USA ,5.2
Spice World ,1997,"Spiers, Bob ",BRI ,2.6
Spider ,2002,"Cronenberg, David ",,6.52
Spider-Man ,2002,"Raimi, Sam ",USA ,3.2
Spider-Man 2 ,2004,"Raimi, Sam ",USA ,3.67
Spider-Man 3 ,2007,"Raimi, Sam ",,3.6
"Spiderwick Chronicles, The ",2008,"Waters, Mark ",USA ,3.33
Spies Like Us ,1985,"Landis, John ",USA ,3.7
"Spikes Gang, The ",1974,"Fleischer, Richard ",USA ,6.8
"Spinnen, Die ",1919,"Lang, Fritz ",GER ,8
"Spinnen, Die (1) ",1919,"Lang, Fritz ",GER ,7.5
"Spinnen, Die (2) ",1920,"Lang, Fritz ",GER ,10
Spione ,1928,"Lang, Fritz ",GER ,6
Spione am Werk ,1932,"Lamprecht, Gerhard ",GER ,7.8
"Spiral Staircase, The ",1946,"Siodmak, Robert ",USA ,9.8
"Spirit of St. Louis, The ",1957,"Wilder, Billy ",USA ,9.27
Spirit of the Eagle ,1991,"Collins, Boon ",USA ,7.1
Spirit Trap ,2004,"Smith, David ",BRI ,4.08
"Spirit, The ",2008,"Miller, Frank ",USA ,3.3
"Spiritualist, The ",1948,"Vorhaus, Bernard ",USA ,7.8
"Spitfire Grill, The ",1996,"Zlotoff, Lee David ",USA ,6.5
Splash ,1984,"Howard, Ron ",USA ,5.41
"Splav ""Meduze"" ",1980,"Godina, Karpo ",YUG ,21.4
Splendor in the Grass ,1961,"Kazan, Elia ",USA ,7
Splice ,2009,"Natali, Vincenzo ",,5.77
Split Second ,1953,"Powell, William ",USA ,8.99
Split Wide Open ,1999,"Benegal, Dev ",IND ,7
Splitting Heirs ,1993,"Young, Robert ",BRI ,6.26
"Spoilers, The ",1914,"Campbell, Colin ",USA ,13.5
"Spoilers, The ",1955,"Hibbs, Jesse ",USA ,8.4
Spring and Port Wine ,1969,"Hammond, P. ",BRI ,4.5
Spring in Park Lane ,1948,"Wilcox, Herbert ",BRI ,17.4
"Spring, Summer, Autumn, Winter...and Sprin ",2003,Kim Ki-Duk ,KOR ,7.12
Springfield Rifle ,1952,"De Toth, Andre ",USA ,6.06
Sprung ,1997,"Cundieff, Rusty ",USA ,5.7
Spun ,2002,"Akerlund, Jonas ",USA ,1.9
